,Transporteur,Gare origine,Gare origine - code UIC,Destination,Gare destination - code UIC,Classe,Profil tarifaire,Prix minimum,Prix maximum
12376,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12377,TGV INOUI,LILLE FLANDRES,87286005,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12380,TGV INOUI,BELLEGARDE,87745000,BOURG EN BRESSE,87743005,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12382,TGV INOUI,MONTPELLIER SUD DE FRANCE,87688887,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12390,TGV INOUI,LYON PERRACHE,87722025,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
12391,TGV INOUI,NANCY,87141002,EPINAL,87144006,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12401,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12402,TGV INOUI,BELFORT-MONTBELIARD TGV,87300822,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12405,TGV INOUI,FRASNE,87715136,MOUCHARD,87718833,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12407,TGV INOUI,BOULOGNE VILLE,87317586,RANG DU FLIERS VERTON,87317057,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12410,TGV INOUI,AIME LA PLAGNE,87741769,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
12411,TGV INOUI,FORBACH,87193003,PARIS EST,87113001,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12412,TGV INOUI,TGV HAUTE PICARDIE,87313882,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12416,TGV INOUI,NANCY,87141002,MACON VILLE,87725689,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12417,TGV INOUI,AIX EN PROVENCE TGV,87319012,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12422,TGV INOUI,LAVAL,87478404,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12425,TGV INOUI,TOULON,87755009,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12427,TGV INOUI,AEROPORT CDG2 TGV ROISSY,87271494,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12435,TGV INOUI,LYON PERRACHE,87722025,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
12436,TGV INOUI,NANCY,87141002,SAVERNE,87212225,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12440,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12441,TGV INOUI,NANCY,87141002,ST DIE DES VOSGES,87144014,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12442,TGV INOUI,TGV HAUTE PICARDIE,87313882,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12445,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12446,TGV INOUI,NANCY,87141002,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12451,TGV INOUI,NANCY,87141002,LUNEVILLE,87141150,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12452,TGV INOUI,AIX EN PROVENCE TGV,87319012,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
12457,TGV INOUI,LYON PART DIEU,87723197,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12461,TGV INOUI,LUNEVILLE,87141150,SAVERNE,87212225,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12462,TGV INOUI,POITIERS,87575001,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12465,TGV INOUI,LANDRY,87741777,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
12470,TGV INOUI,BOURG ST MAURICE,87741793,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12475,TGV INOUI,MACON VILLE,87725689,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
12476,TGV INOUI,LUNEVILLE,87141150,ST DIE DES VOSGES,87144014,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12477,TGV INOUI,AIME LA PLAGNE,87741769,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12482,TGV INOUI,AVIGNON TGV,87318964,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12485,TGV INOUI,ANNEMASSE,87745497,BELLEGARDE,87745000,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12492,TGV INOUI,AVIGNON TGV,87318964,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12495,TGV INOUI,ANNEMASSE,87745497,THONON LES BAINS,87745646,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12496,TGV INOUI,MARNE LA VALLEE CHESSY,87111849,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12501,TGV INOUI,LORRAINE TGV,87142109,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12502,TGV INOUI,AVIGNON TGV,87318964,MASSY PALAISEAU,87393579,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12505,TGV INOUI,NURIEUX,87743351,BOURG EN BRESSE,87743005,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12510,TGV INOUI,NIMES,87775007,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12511,TGV INOUI,LE MANS,87396002,LORRAINE TGV,87142109,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12526,TGV INOUI,PARIS EST,87113001,ST DIE DES VOSGES,87144014,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
12531,TGV INOUI,MEUSE TGV,87147322,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12532,TGV INOUI,LAVAL,87478404,AIX EN PROVENCE TGV,87319012,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12536,TGV INOUI,STRASBOURG,87212027,CHAMPAGNE-ARDENNE,87171926,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
12542,TGV INOUI,AIX EN PROVENCE TGV,87319012,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,0.0,0.0
12545,TGV INOUI,AVIGNON CENTRE,87765008,ORANGE,87765107,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12546,TGV INOUI,ANGERS ST LAUD,87484006,MEUSE TGV,87147322,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12547,TGV INOUI,PARIS GARE DE LYON,87686006,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
12550,TGV INOUI,VALENCE VILLE,87761007,ORANGE,87765107,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12551,TGV INOUI,COLMAR,87182014,NANCY,87141002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12552,TGV INOUI,AVIGNON TGV,87318964,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12557,TGV INOUI,AVIGNON TGV,87318964,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12560,TGV INOUI,MARSEILLE ST CHARLES,87751008,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12561,TGV INOUI,REIMS,87171009,CHARLEVILLE MEZIERES,87172007,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12570,TGV INOUI,MACON VILLE,87725689,NICE VILLE,87756056,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12576,TGV INOUI,METZ VILLE,87192039,CHAMPAGNE-ARDENNE,87171926,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12577,TGV INOUI,AIX EN PROVENCE TGV,87319012,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
12580,TGV INOUI,ARLES,87753657,MONTELIMAR GARE SNCF,87764001,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12586,TGV INOUI,BAR LE DUC,87175042,CHALONS EN CHAMPAGNE,87174003,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12591,TGV INOUI,RETHEL,87172270,CHARLEVILLE MEZIERES,87172007,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12592,TGV INOUI,AIX EN PROVENCE TGV,87319012,BEZIERS,87781005,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
12596,TGV INOUI,STRASBOURG,87212027,MEUSE TGV,87147322,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
12597,TGV INOUI,LANDRY,87741777,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12600,TGV INOUI,AGDE,87781278,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12601,TGV INOUI,NANCY,87141002,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12602,TGV INOUI,TGV HAUTE PICARDIE,87313882,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
12606,TGV INOUI,DIJON VILLE,87713040,COLMAR,87182014,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12607,TGV INOUI,AIX EN PROVENCE TGV,87319012,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
12610,TGV INOUI,ST AVRE LA CHAMBRE,87741306,ST MICHEL VALLOIRE,87742361,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12611,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,EPINAL,87144006,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12612,TGV INOUI,AIX EN PROVENCE TGV,87319012,MASSY TGV,87393702,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12617,TGV INOUI,AVIGNON TGV,87318964,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12622,TGV INOUI,TGV HAUTE PICARDIE,87313882,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,2.0,2.0
12626,TGV INOUI,STRASBOURG,87212027,MULHOUSE VILLE,87182063,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12627,TGV INOUI,AVIGNON TGV,87318964,ANTIBES,87757674,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12630,TGV INOUI,MODANE,87742007,CHAMBERY CHALLES LES EAUX,87741009,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12632,TGV INOUI,AIX EN PROVENCE TGV,87319012,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12635,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12637,TGV INOUI,TGV HAUTE PICARDIE,87313882,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12640,TGV INOUI,CANNES,87757625,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12645,TGV INOUI,VALENCE TGV RHONE-ALPES SUD,87763029,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
12650,TGV INOUI,BEZIERS,87781005,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12652,TGV INOUI,LE HAVRE,87413013,AVIGNON TGV,87318964,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12655,TGV INOUI,AVIGNON CENTRE,87765008,ARLES,87753657,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12660,TGV INOUI,ARLES,87753657,VALENCE VILLE,87761007,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12661,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12662,TGV INOUI,AIX EN PROVENCE TGV,87319012,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12671,TGV INOUI,COLMAR,87182014,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
12672,TGV INOUI,AIME LA PLAGNE,87741769,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12675,TGV INOUI,VALENCE TGV RHONE-ALPES SUD,87763029,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12676,TGV INOUI,MULHOUSE VILLE,87182063,AIX EN PROVENCE TGV,87319012,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12677,TGV INOUI,LYON PERRACHE,87722025,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12680,TGV INOUI,BEZIERS,87781005,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12682,TGV INOUI,ARRAS,87342014,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12686,TGV INOUI,CHARLEVILLE MEZIERES,87172007,SEDAN,87172254,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
12687,TGV INOUI,ARRAS,87342014,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12696,TGV INOUI,MULHOUSE VILLE,87182063,MONTBARD,87713131,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
12700,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
12702,TGV INOUI,AVIGNON TGV,87318964,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12705,TGV INOUI,AVIGNON CENTRE,87765008,VALENCE VILLE,87761007,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12712,TGV INOUI,DOUAI,87345009,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12716,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,REMIREMONT,87144451,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
12717,TGV INOUI,ARRAS,87342014,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12720,TGV INOUI,PERPIGNAN,87784009,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
12722,TGV INOUI,ARRAS,87342014,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
12727,TGV INOUI,AIX EN PROVENCE TGV,87319012,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12730,TGV INOUI,NIMES,87775007,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12735,TGV INOUI,LYON PART DIEU,87723197,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
12736,TGV INOUI,BELFORT-MONTBELIARD TGV,87300822,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
12746,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12747,TGV INOUI,FUTUROSCOPE,87324095,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12750,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,GRENOBLE,87747006,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12756,TGV INOUI,METZ VILLE,87192039,AVIGNON TGV,87318964,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12760,TGV INOUI,CANNES,87757625,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12761,TGV INOUI,METZ VILLE,87192039,MULHOUSE VILLE,87182063,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12762,TGV INOUI,LE MANS,87396002,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
12765,TGV INOUI,AVIGNON CENTRE,87765008,LYON-SAINT EXUPERY TGV,87762906,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
12766,TGV INOUI,AVIGNON TGV,87318964,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12767,TGV INOUI,LE HAVRE,87413013,MANTES LA JOLIE,87381509,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12770,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12771,TGV INOUI,METZ VILLE,87192039,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
12772,TGV INOUI,ARRAS,87342014,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12779,TGV INOUI,METZ VILLE,87192039,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12780,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12783,TGV INOUI,STRASBOURG,87212027,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12795,TGV INOUI,ANGOULEME,87583005,CHAMPAGNE-ARDENNE,87171926,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12796,TGV INOUI,NANTES,87481002,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12799,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12800,TGV INOUI,ANGOULEME,87583005,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12807,TGV INOUI,CHAMPAGNE-ARDENNE,87171926,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12808,TGV INOUI,LA ROCHELLE VILLE,87485003,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12811,TGV INOUI,MULHOUSE VILLE,87182063,CANNES,87757625,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
12815,TGV INOUI,STRASBOURG,87212027,SELESTAT,87214056,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12816,TGV INOUI,MASSY TGV,87393702,ARRAS,87342014,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
12819,TGV INOUI,THIONVILLE,87191007,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12823,TGV INOUI,METZ VILLE,87192039,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12824,TGV INOUI,BORDEAUX ST JEAN,87581009,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12828,TGV INOUI,PARIS MONTPARNASSE 1 ET 2,87391003,LANDERNEAU,87474239,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12831,TGV INOUI,STRASBOURG,87212027,MACON VILLE,87725689,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
12835,TGV INOUI,STRASBOURG,87212027,BELFORT-MONTBELIARD TGV,87300822,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12836,TGV INOUI,BREST,87474007,MASSY TGV,87393702,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12839,TGV INOUI,STRASBOURG,87212027,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12840,TGV INOUI,POITIERS,87575001,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12844,TGV INOUI,PARIS MONTPARNASSE 1 ET 2,87391003,REDON,87471300,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12848,TGV INOUI,VERSAILLES CHANTIERS,87393009,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12851,TGV INOUI,STRASBOURG,87212027,MASSY TGV,87393702,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12852,TGV INOUI,LAMBALLE,87473108,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12856,TGV INOUI,BOURG ST MAURICE,87741793,DOUAI,87345009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12863,TGV INOUI,STRASBOURG,87212027,BESANCON - F COMTE TGV,87300863,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12864,TGV INOUI,LES SABLES D'OLONNE,87486449,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
12868,TGV INOUI,PARIS MONTPARNASSE 1 ET 2,87391003,CHATELLERAULT,87575142,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
12871,TGV INOUI,STRASBOURG,87212027,BORDEAUX ST JEAN,87581009,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
12872,TGV INOUI,DAX,87673202,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
12875,TGV INOUI,METZ VILLE,87192039,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
12876,TGV INOUI,MASSY TGV,87393702,MORLAIX,87474338,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12879,TGV INOUI,STRASBOURG,87212027,AEROPORT CDG2 TGV ROISSY,87271494,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12880,TGV INOUI,POITIERS,87575001,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
12887,TGV INOUI,LAVAL,87478404,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
12908,TGV INOUI,MASSY TGV,87393702,LANDRY,87741777,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12911,TGV INOUI,STRASBOURG,87212027,SARREBOURG,87215012,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
12912,TGV INOUI,ST MAIXENT DEUX SEVRES,87485490,PARIS MONTPARNASSE 1 ET 2,87391003,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12923,TGV INOUI,AVIGNON TGV,87318964,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12924,TGV INOUI,BORDEAUX ST JEAN,87581009,MASSY TGV,87393702,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12931,TGV INOUI,NIMES,87775007,THIONVILLE,87191007,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12936,TGV INOUI,MASSY TGV,87393702,PORNICHET,87481747,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12939,TGV INOUI,DUNKERQUE,87281006,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
12940,TGV INOUI,LE MANS,87396002,GUINGAMP,87473207,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12951,TGV INOUI,LILLE EUROPE,87223263,TGV HAUTE PICARDIE,87313882,2,Tarif Elève - Etudiant - Apprenti,2.0,2.0
12952,TGV INOUI,LE MANS,87396002,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12955,TGV INOUI,LILLE EUROPE,87223263,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12960,TGV INOUI,MASSY TGV,87393702,SABLE SUR SARTHE,87396408,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
12968,TGV INOUI,MASSY TGV,87393702,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
12971,TGV INOUI,STRASBOURG,87212027,NICE VILLE,87756056,2,Tarif Elève - Etudiant - Apprenti,17.0,17.0
12975,TGV INOUI,LILLE EUROPE,87223263,RENNES,87471003,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12979,TGV INOUI,MASSY TGV,87393702,LILLE EUROPE,87223263,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
12980,TGV INOUI,MASSY TGV,87393702,ORTHEZ,87672253,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
12984,TGV INOUI,MASSY TGV,87393702,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
12987,TGV INOUI,CALAIS VILLE,87317263,PARIS NORD,87271007,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
12996,TGV INOUI,LE MANS,87396002,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13000,TGV INOUI,LE MANS,87396002,ST JEAN DE MAURIENNE ARVAN,87742320,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13004,TGV INOUI,MASSY TGV,87393702,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
13007,TGV INOUI,METZ VILLE,87192039,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13008,TGV INOUI,LE MANS,87396002,ST AVRE LA CHAMBRE,87741306,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13011,TGV INOUI,PARIS NORD,87271007,CALAIS FRETHUN,87281071,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
13016,TGV INOUI,LE MANS,87396002,DOL DE BRETAGNE,87478073,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13023,TGV INOUI,STRASBOURG,87212027,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13024,TGV INOUI,MASSY TGV,87393702,BAYONNE,87673004,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
13027,TGV INOUI,PARIS NORD,87271007,LENS,87345025,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13028,TGV INOUI,LA BAULE ESCOUBLAC,87481754,SABLE SUR SARTHE,87396408,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
13031,TGV INOUI,STRASBOURG,87212027,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
13044,TGV INOUI,AIME LA PLAGNE,87741769,ROUEN RIVE DROITE,87411017,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
