,Transporteur,Gare origine,Gare origine - code UIC,Destination,Gare destination - code UIC,Classe,Profil tarifaire,Prix minimum,Prix maximum
15123,TGV INOUI,PORNICHET,87481747,ST NAZAIRE,87481705,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
15124,TGV INOUI,DOLE VILLE,87713412,MOUCHARD,87718833,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15129,TGV INOUI,POITIERS,87575001,ST JEAN DE LUZ CIBOURE,87677120,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
15137,TGV INOUI,SAUMUR,87487603,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15141,TGV INOUI,ST MAIXENT DEUX SEVRES,87485490,NIORT,87485300,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15142,TGV INOUI,MACON LOCHE TGV,87725705,BELLEGARDE,87745000,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15143,TGV INOUI,LA ROCHELLE VILLE,87485003,PARIS AUSTERLITZ,87547000,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
15145,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15146,TGV INOUI,LAVAL,87478404,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15147,TGV INOUI,PARIS AUSTERLITZ,87547000,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15149,TGV INOUI,NIMES,87775007,NANTES,87481002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15151,TGV INOUI,MARSEILLE ST CHARLES,87751008,HYERES,87755629,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15153,TGV INOUI,BORDEAUX ST JEAN,87581009,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15154,TGV INOUI,ANGERS ST LAUD,87484006,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15160,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,VANNES,87476606,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15161,TGV INOUI,BORDEAUX ST JEAN,87581009,LA TESTE,87582643,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15162,TGV INOUI,SURGERES,87485227,VENDOME VILLIERS SUR LOIR,87571216,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15164,TGV INOUI,ANGERS ST LAUD,87484006,LYON-SAINT EXUPERY TGV,87762906,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15165,TGV INOUI,ANGOULEME,87583005,LIBOURNE,87584052,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15167,TGV INOUI,BORDEAUX ST JEAN,87581009,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
15169,TGV INOUI,ANGOULEME,87583005,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15170,TGV INOUI,TOURS,87571000,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15171,TGV INOUI,PAU,87672006,PARIS AUSTERLITZ,87547000,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15176,TGV INOUI,PARIS AUSTERLITZ,87547000,TARBES,87671008,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15179,TGV INOUI,CARCASSONNE,87615286,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
15181,TGV INOUI,CARCASSONNE,87615286,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15185,TGV INOUI,LYON PART DIEU,87723197,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
15186,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15188,TGV INOUI,SAUMUR,87487603,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15189,TGV INOUI,BIARRITZ,87673400,BAYONNE,87673004,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15192,TGV INOUI,ANGERS ST LAUD,87484006,SAUMUR,87487603,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15193,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15196,TGV INOUI,ANGERS ST LAUD,87484006,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15197,TGV INOUI,ANGOULEME,87583005,MONTAUBAN VILLE BOURBON,87611244,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15198,TGV INOUI,SAUMUR,87487603,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15200,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
15201,TGV INOUI,FACTURE BIGANOS,87582478,LA TESTE,87582643,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
15204,TGV INOUI,TOURS,87571000,VENDOME VILLIERS SUR LOIR,87571216,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15208,TGV INOUI,ST PIERRE DES CORPS,87571240,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,26.0,26.0
15210,TGV INOUI,POITIERS,87575001,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15212,TGV INOUI,POITIERS,87575001,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15216,TGV INOUI,ANGOULEME,87583005,BORDEAUX ST JEAN,87581009,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15219,TGV INOUI,PARIS GARE DE LYON,87686006,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15220,TGV INOUI,MARSEILLE ST CHARLES,87751008,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15221,TGV INOUI,PARIS GARE DE LYON,87686006,BELLEGARDE,87745000,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
15225,TGV INOUI,LYON PART DIEU,87723197,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
15226,TGV INOUI,SURGERES,87485227,NIORT,87485300,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15230,TGV INOUI,POITIERS,87575001,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15231,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
15232,TGV INOUI,SAUMUR,87487603,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15234,TGV INOUI,LANDRY,87741777,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15238,TGV INOUI,BORDEAUX ST JEAN,87581009,ORTHEZ,87672253,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15240,TGV INOUI,BORDEAUX ST JEAN,87581009,FACTURE BIGANOS,87582478,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15241,TGV INOUI,BORDEAUX ST JEAN,87581009,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,19.0,19.0
15243,TGV INOUI,MODANE,87742007,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
15245,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
15246,TGV INOUI,DAX,87673202,ANGOULEME,87583005,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15247,TGV INOUI,PARIS GARE DE LYON,87686006,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
15248,TGV INOUI,ANGOULEME,87583005,BAYONNE,87673004,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15249,TGV INOUI,BORDEAUX ST JEAN,87581009,LANDRY,87741777,2,Tarif Elève - Etudiant - Apprenti,21.0,21.0
15251,TGV INOUI,MARSEILLE ST CHARLES,87751008,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15253,TGV INOUI,HENDAYE,87677005,ANGOULEME,87583005,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
15254,TGV INOUI,HENDAYE,87677005,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
15256,TGV INOUI,DAX,87673202,POITIERS,87575001,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
15258,TGV INOUI,POITIERS,87575001,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15259,TGV INOUI,DIJON VILLE,87713040,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15261,TGV INOUI,ST ETIENNE CHATEAUCREUX,87726000,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15263,TGV INOUI,LYON PERRACHE,87722025,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15265,TGV INOUI,PARIS GARE DE LYON,87686006,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15266,TGV INOUI,POITIERS,87575001,LIBOURNE,87584052,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15268,TGV INOUI,DAX,87673202,BORDEAUX ST JEAN,87581009,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15272,TGV INOUI,VALENCE TGV RHONE-ALPES SUD,87763029,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
15274,TGV INOUI,NIMES,87775007,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15276,TGV INOUI,BORDEAUX ST JEAN,87581009,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,21.0,21.0
15277,TGV INOUI,VALENCE TGV RHONE-ALPES SUD,87763029,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
15278,TGV INOUI,LA ROCHELLE VILLE,87485003,NIORT,87485300,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15281,TGV INOUI,MONTPELLIER SUD DE FRANCE,87688887,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
15282,TGV INOUI,PAU,87672006,LOURDES,87671339,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15283,TGV INOUI,PAU,87672006,ORTHEZ,87672253,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15284,TGV INOUI,AGEN,87586008,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15285,TGV INOUI,MONTPELLIER SUD DE FRANCE,87688887,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,2.0,2.0
15287,TGV INOUI,CHALON SUR SAONE,87725002,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,24.0,24.0
15291,TGV INOUI,DIJON VILLE,87713040,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15293,TGV INOUI,LYON PART DIEU,87723197,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
15296,TGV INOUI,DIJON VILLE,87713040,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15297,TGV INOUI,DIJON VILLE,87713040,MOUCHARD,87718833,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15298,TGV INOUI,AGEN,87586008,ANGOULEME,87583005,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15299,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,MACON LOCHE TGV,87725705,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
15303,TGV INOUI,DAX,87673202,LOURDES,87671339,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15306,TGV INOUI,ARCACHON,87582668,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
15307,TGV INOUI,CANNES,87757625,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
15308,TGV INOUI,BORDEAUX ST JEAN,87581009,CHAMBERY CHALLES LES EAUX,87741009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15309,TGV INOUI,LYON PART DIEU,87723197,NARBONNE,87781104,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15312,TGV INOUI,LYON PART DIEU,87723197,ST PIERRE DES CORPS,87571240,2,Tarif Elève - Etudiant - Apprenti,24.0,24.0
15313,TGV INOUI,MACON LOCHE TGV,87725705,AIX LES BAINS LE REVARD,87741132,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
15316,TGV INOUI,BORDEAUX ST JEAN,87581009,CHATELLERAULT,87575142,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15320,TGV INOUI,PARIS GARE DE LYON,87686006,BOURG EN BRESSE,87743005,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15322,TGV INOUI,BESANCON VIOTTE,87718007,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
15323,TGV INOUI,PARIS GARE DE LYON,87686006,HYERES,87755629,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15325,TGV INOUI,DIJON VILLE,87713040,DOLE VILLE,87713412,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15327,TGV INOUI,CANNES,87757625,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15328,TGV INOUI,TOULOUSE MATABIAU,87611004,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15329,TGV INOUI,FRASNE,87715136,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
15331,TGV INOUI,LYON PART DIEU,87723197,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15332,TGV INOUI,PARIS GARE DE LYON,87686006,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,15.0,15.0
15333,TGV INOUI,LYON PART DIEU,87723197,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15334,TGV INOUI,LYON PERRACHE,87722025,MONTPELLIER SUD DE FRANCE,87688887,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
15335,TGV INOUI,MACON VILLE,87725689,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15336,TGV INOUI,POITIERS,87575001,CHATELLERAULT,87575142,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15337,TGV INOUI,LYON PART DIEU,87723197,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
15338,TGV INOUI,MACON LOCHE TGV,87725705,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15339,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,MACON LOCHE TGV,87725705,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15340,TGV INOUI,PARIS GARE DE LYON,87686006,MONTELIMAR GARE SNCF,87764001,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
15342,TGV INOUI,ORTHEZ,87672253,LOURDES,87671339,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15345,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
15349,TGV INOUI,LYON PERRACHE,87722025,MACON LOCHE TGV,87725705,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15353,TGV INOUI,PARIS GARE DE LYON,87686006,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15357,TGV INOUI,MACON LOCHE TGV,87725705,VALENCE VILLE,87761007,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15358,TGV INOUI,ANNECY,87746008,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15361,TGV INOUI,NIMES,87775007,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
15363,TGV INOUI,LANDRY,87741777,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15366,TGV INOUI,NURIEUX,87743351,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
15367,TGV INOUI,MACON LOCHE TGV,87725705,EVIAN LES BAINS,87745679,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15368,TGV INOUI,BORDEAUX ST JEAN,87581009,ST JEAN DE LUZ CIBOURE,87677120,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15369,TGV INOUI,MACON LOCHE TGV,87725705,ANNECY,87746008,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15373,TGV INOUI,ST JEAN DE MAURIENNE ARVAN,87742320,LYON-SAINT EXUPERY TGV,87762906,2,Tarif Elève - Etudiant - Apprenti,5.0,5.0
15374,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15376,TGV INOUI,DIJON VILLE,87713040,MACON VILLE,87725689,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15377,TGV INOUI,NURIEUX,87743351,BELLEGARDE,87745000,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15378,TGV INOUI,PAU,87672006,ANGOULEME,87583005,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15379,TGV INOUI,AVIGNON CENTRE,87765008,MIRAMAS,87753004,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15380,TGV INOUI,PARIS GARE DE LYON,87686006,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15382,TGV INOUI,PARIS GARE DE LYON,87686006,AIME LA PLAGNE,87741769,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15383,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15384,TGV INOUI,PARIS GARE DE LYON,87686006,ORANGE,87765107,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
15388,TGV INOUI,LYON PERRACHE,87722025,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
15390,TGV INOUI,CANNES,87757625,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15391,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,ST AVRE LA CHAMBRE,87741306,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15395,TGV INOUI,MACON LOCHE TGV,87725705,MONTELIMAR GARE SNCF,87764001,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15396,TGV INOUI,DAX,87673202,TARBES,87671008,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15397,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,ANNECY,87746008,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15398,TGV INOUI,LYON PERRACHE,87722025,NICE VILLE,87756056,2,Tarif Elève - Etudiant - Apprenti,24.0,24.0
15400,TGV INOUI,BEZIERS,87781005,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15402,TGV INOUI,SETE,87773200,TOULOUSE MATABIAU,87611004,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15404,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,NIMES PONT DU GARD,87703975,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
15407,TGV INOUI,MACON LOCHE TGV,87725705,THONON LES BAINS,87745646,2,Tarif Elève - Etudiant - Apprenti,4.0,4.0
15409,TGV INOUI,LYON PART DIEU,87723197,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15413,TGV INOUI,BOURG ST MAURICE,87741793,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15417,TGV INOUI,LYON PERRACHE,87722025,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15421,TGV INOUI,VALENCE TGV RHONE-ALPES SUD,87763029,SETE,87773200,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
15422,TGV INOUI,MACON VILLE,87725689,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,9.0,9.0
15423,TGV INOUI,CLUSES  74,87746370,BELLEGARDE,87745000,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15424,TGV INOUI,ST ETIENNE CHATEAUCREUX,87726000,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15425,TGV INOUI,MARSEILLE ST CHARLES,87751008,PERPIGNAN,87784009,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15426,TGV INOUI,LYON PART DIEU,87723197,BOURG ST MAURICE,87741793,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15427,TGV INOUI,MACON VILLE,87725689,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15428,TGV INOUI,DIJON VILLE,87713040,FRASNE,87715136,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15429,TGV INOUI,BELLEGARDE,87745000,ST GERVAIS LES BAINS LE FAYET,87746479,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15432,TGV INOUI,MACON LOCHE TGV,87725705,LE CREUSOT MONTCEAU MONTCHANIN,87694109,2,Tarif Elève - Etudiant - Apprenti,2.0,2.0
15433,TGV INOUI,ANTIBES,87757674,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15435,TGV INOUI,MARSEILLE ST CHARLES,87751008,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15436,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15438,TGV INOUI,GRENOBLE,87747006,PARIS GARE DE LYON,87686006,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
15440,TGV INOUI,LANDRY,87741777,LYON PART DIEU,87723197,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15441,TGV INOUI,VALENCE VILLE,87761007,MONTELIMAR GARE SNCF,87764001,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15444,TGV INOUI,MACON VILLE,87725689,CANNES,87757625,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15445,TGV INOUI,BEZIERS,87781005,AGDE,87781278,2,Tarif Elève - Etudiant - Apprenti,6.0,6.0
15446,TGV INOUI,LYON PERRACHE,87722025,ST RAPHAEL VALESCURE,87757526,2,Tarif Elève - Etudiant - Apprenti,11.0,11.0
15447,TGV INOUI,ARLES,87753657,ORANGE,87765107,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15448,TGV INOUI,PARIS GARE DE LYON,87686006,VALENCE VILLE,87761007,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15449,TGV INOUI,CANNES,87757625,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,22.0,22.0
15451,TGV INOUI,LYON PERRACHE,87722025,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15467,TGV INOUI,MONTPELLIER SAINT-ROCH,87773002,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15468,TGV INOUI,DIJON VILLE,87713040,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,13.0,13.0
15469,TGV INOUI,CLUSES  74,87746370,ANNEMASSE,87745497,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15471,TGV INOUI,CANNES,87757625,LES ARCS DRAGUIGNAN,87755447,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15473,TGV INOUI,DIJON VILLE,87713040,NIMES,87775007,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15476,TGV INOUI,LYON-SAINT EXUPERY TGV,87762906,MIRAMAS,87753004,2,Tarif Elève - Etudiant - Apprenti,7.0,7.0
15478,TGV INOUI,DIJON VILLE,87713040,VALENCE TGV RHONE-ALPES SUD,87763029,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15480,TGV INOUI,CANNES,87757625,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,16.0,16.0
15485,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,LANDRY,87741777,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15486,TGV INOUI,LYON PERRACHE,87722025,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15490,TGV INOUI,BEZIERS,87781005,LYON PERRACHE,87722025,2,Tarif Elève - Etudiant - Apprenti,20.0,20.0
15491,TGV INOUI,ANTIBES,87757674,BEAUNE,87713545,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15492,TGV INOUI,CHAMBERY CHALLES LES EAUX,87741009,MOUTIERS SALINS BRIDES L BAINS,87741728,2,Tarif Elève - Etudiant - Apprenti,12.0,12.0
15493,TGV INOUI,BEZIERS,87781005,NIMES,87775007,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15495,TGV INOUI,BEAUNE,87713545,CHALON SUR SAONE,87725002,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15496,TGV INOUI,LYON PERRACHE,87722025,MARSEILLE ST CHARLES,87751008,2,Tarif Elève - Etudiant - Apprenti,18.0,18.0
15498,TGV INOUI,MOUTIERS SALINS BRIDES L BAINS,87741728,ALBERTVILLE,87741645,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15499,TGV INOUI,NIMES,87775007,MONTPELLIER SAINT-ROCH,87773002,2,Tarif Elève - Etudiant - Apprenti,10.0,10.0
15500,TGV INOUI,NICE VILLE,87756056,TOULON,87755009,2,Tarif Elève - Etudiant - Apprenti,14.0,14.0
15502,TGV INOUI,MODANE,87742007,ST JEAN DE MAURIENNE ARVAN,87742320,2,Tarif Elève - Etudiant - Apprenti,8.0,8.0
15504,TGV INOUI,ST ETIENNE CHATEAUCREUX,87726000,MACON LOCHE TGV,87725705,2,Tarif Elève - Etudiant - Apprenti,3.0,3.0
